"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.874068608E1,3.790132295E-1,-2.052257796E0,-1.818080025E0,2.767820093E0
4.875069708E1,3.680600790E-1,-1.882841447E0,-2.482766358E0,3.137624726E0
4.876070908E1,9.467701949E-2,-1.800211519E0,-3.052489815E0,3.545055616E0
4.877072008E1,-5.388239922E-1,-1.964264510E0,-3.352876486E0,3.923066031E0
4.878073208E1,-1.078326700E0,-2.286392590E0,-3.715586874E0,4.493992141E0
4.879074308E1,-1.338669153E0,-2.391320875E0,-4.236430532E0,5.045571749E0
4.880075508E1,-1.369916966E0,-2.266480482E0,-4.390672479E0,5.127534601E0
4.881076608E1,-1.072338639E0,-2.175251346E0,-3.628807762E0,4.364616174E0
4.882077808E1,-5.985926957E-1,-1.963657569E0,-2.355168418E0,3.124273122E0
4.883079008E1,-1.658841193E-1,-1.620072253E0,-1.309124342E0,2.089487542E0
4.884080108E1,-1.290773221E-1,-1.476248582E0,-8.739242667E-1,1.720382067E0
4.885081308E1,-3.271150610E-1,-1.551974410E0,-1.026382229E0,1.889203354E0
4.886082408E1,-5.839488557E-1,-1.564772796E0,-1.745793822E0,2.416051787E0
4.887083608E1,-6.609441143E-1,-1.317927909E0,-2.604939836E0,2.993241160E0
4.888084708E1,-5.763611432E-1,-9.515776294E-1,-3.183296122E0,3.372101178E0
4.889085908E1,-3.958647223E-1,-5.959257075E-1,-3.402622257E0,3.477020931E0
4.890087008E1,5.856359236E-2,-2.949177700E-1,-3.140324349E0,3.154685912E0
4.891088208E1,4.894376048E-1,3.020759314E-2,-2.356198112E0,2.406684693E0
4.892089308E1,6.660246869E-1,1.161268723E-1,-1.367061478E0,1.525100462E0
4.893090508E1,9.468052051E-1,5.990238547E-2,-4.357695937E-1,1.043994028E0
4.894091708E1,1.000170038E0,1.261191791E-1,3.516410244E-1,1.067659853E0
4.895092808E1,7.464305533E-1,2.008138508E-1,8.490730155E-1,1.148220257E0
4.896094008E1,4.849359796E-1,2.804061502E-1,1.098535116E0,1.233113910E0
4.897095108E1,3.382202026E-1,1.557601771E-1,1.650692952E0,1.692170606E0
4.898096308E1,4.470922152E-1,-9.290728658E-2,2.778198683E0,2.815477070E0
4.899097408E1,7.298045073E-1,-1.460999921E-1,3.927675326E0,3.997573425E0
4.900098608E1,1.076779161E0,-2.039628688E-1,4.738282433E0,4.863370707E0
4.901099708E1,1.368807456E0,-2.526368460E-1,5.227361092E0,5.409506744E0
4.902100908E1,1.255638691E0,-7.607753813E-2,5.127934452E0,5.279974248E0
4.903102008E1,8.178829439E-1,4.208472070E-1,3.891915509E0,3.999131307E0
4.904103208E1,5.112739585E-1,1.004761856E0,1.998713965E0,2.294734182E0
4.905104308E1,3.271516061E-1,1.456821208E0,3.509107071E-1,1.533784382E0
4.906105508E1,4.551496053E-1,1.925546294E0,-1.369704419E-1,1.983343287E0
4.907106708E1,9.335946639E-1,1.816104251E0,5.120453525E-1,2.105237300E0
4.908107808E1,1.717101535E0,1.243977004E0,1.851206256E0,2.814761281E0
4.909109008E1,2.392015670E0,6.366153118E-1,3.106473064E0,3.972051475E0
4.910110108E1,2.850256260E0,1.831166679E-1,3.918775864E0,4.849154228E0
4.911111308E1,2.913151250E0,-2.043329975E-1,4.395960116E0,5.277562650E0
4.912112408E1,2.508466332E0,-7.180202481E-1,4.305962112E0,5.034805471E0
4.913113608E1,1.870115859E0,-1.270164636E0,3.629742147E0,4.276175813E0
4.914114708E1,1.238711586E0,-1.573757335E0,2.760254747E0,3.410296881E0
4.915115908E1,8.027763699E-1,-1.706840841E0,1.846692790E0,2.639702600E0
4.916117008E1,6.060191346E-1,-1.657251189E0,9.927981609E-1,2.024694763E0
4.917118208E1,6.766185261E-1,-1.559394819E0,9.593643665E-2,1.702565309E0
4.918119308E1,9.472062510E-1,-1.374180755E0,-7.372584647E-1,1.824588303E0
4.919120521E1,1.369250383E0,-1.185495199E0,-1.335536799E0,2.250311983E0
4.920121721E1,1.825425882E0,-9.669619462E-1,-1.700822886E0,2.675816426E0
4.921122821E1,1.953403745E0,-7.709410581E-1,-2.191552799E0,3.035298993E0
4.922124021E1,1.709441974E0,-7.715842518E-1,-2.809859017E0,3.378289777E0
4.923125121E1,1.210184190E0,-9.784640041E-1,-3.337770204E0,3.682749994E0
4.924126321E1,6.438180582E-1,-1.220384658E0,-3.780769295E0,4.024680965E0
4.925127421E1,7.211707279E-2,-1.405715082E0,-4.173319194E0,4.404296636E0
4.926128621E1,-4.330094156E-1,-1.582650073E0,-4.426473811E0,4.720799594E0
4.927129721E1,-7.269043614E-1,-1.698533117E0,-4.448756381E0,4.817140026E0
4.928130921E1,-9.616716778E-1,-1.783460708E0,-4.212651075E0,4.674609459E0
4.929132021E1,-9.950461230E-1,-1.810487123E0,-3.887703175E0,4.402523866E0
4.930133221E1,-1.143253305E0,-1.779299537E0,-3.714797500E0,4.274652667E0
4.931134321E1,-1.598303947E0,-1.772176166E0,-3.694355049E0,4.398118132E0
4.932135521E1,-1.943423717E0,-1.873278618E0,-3.462153929E0,4.390054482E0
4.933136721E1,-2.072591196E0,-1.965698247E0,-3.092415773E0,4.209826502E0
4.934137821E1,-2.229171738E0,-1.907817829E0,-2.946640593E0,4.158324938E0
4.935139021E1,-2.364950079E0,-1.719949129E0,-2.876933597E0,4.102189757E0
4.936140121E1,-2.277504968E0,-1.532648193E0,-2.697262108E0,3.848540275E0
4.937141321E1,-2.136450685E0,-1.214091884E0,-2.445505561E0,3.466834014E0
4.938142421E1,-2.001269783E0,-8.142206866E-1,-2.136800641E0,3.038742018E0
4.939143621E1,-1.702010602E0,-4.875385022E-1,-1.632939636E0,2.408531863E0
4.940144721E1,-1.296182114E0,-7.774984181E-2,-6.524978113E-1,1.453233122E0
4.941145921E1,-9.994324118E-1,4.735583943E-1,5.602936524E-1,1.239778882E0
4.942147021E1,-7.949301374E-1,9.499994659E-1,1.469011191E0,1.921563631E0
4.943148221E1,-5.773178208E-1,1.432204723E0,2.175969384E0,2.668210823E0
4.944149321E1,-1.254742312E-1,1.865391017E0,2.865401718E0,3.421396562E0
4.945150521E1,3.218465370E-1,2.267583559E0,3.373048210E0,4.077128232E0
4.946151721E1,4.136104006E-1,2.680159587E0,3.632578046E0,4.533205515E0
4.947152821E1,2.689032152E-1,2.950509696E0,3.598863586E0,4.661505713E0
4.948154021E1,-5.320673883E-3,2.943750315E0,3.135546589E0,4.300854176E0
4.949155121E1,-4.200622183E-1,2.802079296E0,2.465503623E0,3.755903189E0
4.950156321E1,-6.784144253E-1,2.680719166E0,1.946247484E0,3.381476105E0
4.951157421E1,-8.140081403E-1,2.694148466E0,1.650449123E0,3.262671837E0
4.952158621E1,-1.139252494E0,2.825482192E0,1.185731719E0,3.269129177E0
4.953159721E1,-1.458311079E0,2.827845637E0,8.020052683E-1,3.281248939E0
4.954160921E1,-1.697193519E0,2.698789986E0,8.194779181E-1,3.291728617E0
4.955162021E1,-1.250489340E0,2.391151598E0,1.576447347E0,3.125142523E0
4.956163221E1,-2.102258214E-1,2.126710101E0,3.060870044E0,3.733097397E0
4.957164321E1,1.043900487E0,1.975702833E0,4.688471172E0,5.193735827E0
4.958165521E1,2.072090967E0,1.836354913E0,6.185325635E0,6.776725873E0
4.959166721E1,2.041763506E0,1.557695326E0,6.516666296E0,7.004438062E0
4.960167821E1,9.120048434E-1,1.043418676E0,5.037719516E0,5.224853423E0
4.961169021E1,-6.208722684E-1,4.035368174E-1,2.614953192E0,2.717775660E0
4.962170121E1,-1.600616813E0,6.897784889E-2,8.408810663E-1,1.809368147E0
4.963171321E1,-2.005782080E0,5.471648991E-2,-2.040795207E-1,2.016879792E0
4.964172421E1,-1.771685293E0,2.622446984E-1,-6.444473648E-1,1.903405754E0
4.965173621E1,-8.654291394E-1,4.510969001E-1,-4.669796920E-1,1.081908518E0
4.966174721E1,4.232235155E-1,6.240323961E-1,2.495281738E-1,7.942284841E-1
4.967175921E1,1.443231987E0,7.923760736E-1,8.010322917E-1,1.830964539E0
4.968177021E1,1.860052509E0,7.905318618E-1,7.161201954E-1,2.144193110E0
4.969178221E1,1.897541055E0,5.447710490E-1,2.727053672E-1,1.992938977E0
4.970179321E1,1.665425304E0,2.132567257E-1,-2.844869220E-1,1.702954105E0
4.971180521E1,1.251970732E0,-2.303457981E-1,-8.169577682E-1,1.512583848E0
4.972181721E1,7.660577559E-1,-6.510909712E-1,-1.376013565E0,1.704164684E0
4.973182821E1,2.680334419E-1,-1.057649630E0,-2.087238472E0,2.355213176E0
4.974184021E1,-2.595368528E-1,-1.474467813E0,-2.905280313E0,3.268343374E0
4.975185121E1,-6.316405007E-1,-1.759668680E0,-3.469661170E0,3.941313514E0
4.976186321E1,-7.465777570E-1,-1.908297885E0,-3.817174060E0,4.332412373E0
4.977187421E1,-7.717546982E-1,-1.989887009E0,-3.993974565E0,4.528475290E0
4.978188621E1,-7.726759270E-1,-1.944679261E0,-4.111982487E0,4.613805966E0
4.979189721E1,-7.695064437E-1,-1.883382314E0,-4.141115069E0,4.613903242E0
4.980190921E1,-8.306630570E-1,-1.887703407E0,-4.067774613E0,4.560725334E0
4.981192021E1,-8.223489010E-1,-1.933549086E0,-3.942749448E0,4.467677584E0
4.982193221E1,-8.936106724E-1,-1.956890586E0,-3.663975255E0,4.248844016E0
4.983194321E1,-1.002367714E0,-1.978116564E0,-3.503041170E0,4.145959914E0
4.984195521E1,-1.172257103E0,-1.937766098E0,-3.769470136E0,4.397502617E0
4.985196621E1,-1.281349190E0,-1.817345615E0,-4.040848770E0,4.612272716E0
4.986197821E1,-1.268016954E0,-1.708252943E0,-3.748132476E0,4.309813473E0
4.987199021E1,-1.137983941E0,-1.580476663E0,-2.999174902E0,3.576026290E0
4.988200121E1,-7.538212878E-1,-1.377988170E0,-2.280478424E0,2.769057560E0
4.989201321E1,-2.890041885E-1,-9.979805481E-1,-1.560080405E0,1.874390425E0
4.990202421E1,8.591460139E-2,-6.818847477E-1,-9.713727933E-1,1.189921523E0
4.991203621E1,3.061675206E-1,-4.078450459E-1,-6.150031257E-1,7.989399081E-1
4.992204721E1,3.906103778E-1,-1.741499627E-1,-1.579578531E-1,4.559115705E-1
4.993205921E1,5.888026294E-1,-4.229232609E-2,9.770709050E-1,1.141553648E0
4.994207021E1,1.141831116E0,1.829435903E-1,2.868460397E0,3.092783811E0
4.995208221E1,1.958719010E0,6.034554595E-1,4.721617284E0,5.147271940E0
4.996209321E1,2.781329867E0,1.056494805E0,5.966987679E0,6.667602197E0
4.997210521E1,3.193597162E0,1.411154746E0,6.449738481E0,7.334135738E0
4.998211621E1,3.130755966E0,1.513528967E0,6.021835147E0,6.953768862E0
4.999212821E1,2.598445918E0,1.541259972E0,4.739742483E0,5.620726136E0
5.000213921E1,1.583735024E0,1.580042800E0,3.206887883E0,3.910099969E0
5.001215121E1,4.930708453E-1,1.728222354E0,1.738192441E0,2.500236854E0
5.002216321E1,-4.732324120E-1,2.039170266E0,3.796936262E-1,2.127517694E0
5.003217421E1,-6.684250420E-1,2.266203616E0,-3.349606723E-1,2.386350670E0
5.004218621E1,1.106556326E-1,2.403740653E0,1.796615481E-2,2.406353378E0
5.005219721E1,1.596496280E0,2.324236647E0,1.484143785E0,3.186464991E0
5.006220921E1,3.264868581E0,1.996702523E0,2.931199851E0,4.820593364E0
5.007222021E1,4.469314021E0,1.707899187E0,3.629445108E0,6.005377527E0
5.008223221E1,5.110821991E0,1.420181093E0,3.777519413E0,6.512070997E0
5.009224321E1,4.825254211E0,9.487206799E-1,3.228750622E0,5.882854725E0
5.010225521E1,3.967340790E0,2.292968076E-1,2.327731528E0,4.605508011E0
5.011226621E1,3.194238309E0,-5.379461789E-1,1.742050434E0,3.677945647E0
5.012227821E1,2.521965799E0,-1.099688771E0,1.502290619E0,3.134725505E0
5.013228921E1,1.904701847E0,-1.487766720E0,1.286958132E0,2.738174606E0
5.014230121E1,1.386318113E0,-1.812562008E0,9.243652725E-1,2.462054041E0
5.015231221E1,8.499457124E-1,-2.136141075E0,4.019545609E-1,2.333896715E0
5.016232421E1,3.782984805E-1,-2.369672436E0,-3.020344162E-1,2.418611582E0
5.017233621E1,5.842450172E-2,-2.417686847E0,-1.191533911E0,2.695992614E0
5.018234721E1,-1.340526813E-1,-2.360992244E0,-2.130664573E0,3.183078073E0
5.019235975E1,-2.274262834E-1,-2.193867127E0,-3.078011742E0,3.786678223E0
5.020237075E1,-2.102211437E-1,-1.974734534E0,-3.770650104E0,4.261639545E0
5.021238275E1,-2.686161169E-1,-1.740056534E0,-4.290678075E0,4.637873403E0
5.022239375E1,-3.964727962E-1,-1.612443391E0,-4.856014366E0,5.132060005E0
5.023240575E1,-5.236818963E-1,-1.456381205E0,-5.360945996E0,5.579877321E0
5.024241675E1,-7.002376959E-1,-1.282481503E0,-5.684112834E0,5.868920714E0
5.025242875E1,-9.140654022E-1,-1.166145886E0,-5.714232427E0,5.903207943E0
5.026243975E1,-1.069970883E0,-1.187118679E0,-5.431996683E0,5.662214797E0
5.027245175E1,-1.242329258E0,-1.235512574E0,-4.839249229E0,5.146669448E0
5.028246275E1,-1.419260157E0,-1.273269800E0,-4.099999203E0,4.521671023E0
5.029247475E1,-1.489863824E0,-1.209503574E0,-3.292783481E0,3.811169920E0
5.030248575E1,-1.564053296E0,-1.106447568E0,-2.740259024E0,3.343577194E0
5.031249775E1,-1.630078009E0,-1.005909373E0,-2.410258545E0,3.078693592E0
5.032250975E1,-1.599495317E0,-8.427200156E-1,-2.044007083E0,2.728832579E0
5.033252075E1,-1.411268767E0,-5.374058962E-1,-1.586139107E0,2.190050661E0
5.034253275E1,-1.198989404E0,-2.255124897E-1,-1.086251285E0,1.633515634E0
5.035254375E1,-1.039274755E0,4.987733424E-2,-6.040191311E-1,1.203087226E0
5.036255575E1,-7.953020203E-1,3.520824891E-1,-1.494179946E-1,8.824925608E-1
5.037256675E1,-5.188941962E-1,6.457746828E-1,2.974022520E-1,8.801842007E-1
5.038257875E1,-1.921064696E-1,1.036805475E0,9.245471209E-1,1.402375794E0
5.039258975E1,-1.007390472E-1,1.415985716E0,1.521756000E0,2.081082705E0
5.040260175E1,-6.159544677E-2,1.683628564E0,2.198046716E0,2.769441913E0
5.041261275E1,1.162239361E-1,1.912164649E0,3.084631959E0,3.631092944E0
5.042262475E1,1.546933526E-1,2.160630968E0,3.799224277E0,4.373369562E0
5.043263575E1,1.300976247E-1,2.425835527E0,4.090997415E0,4.757926360E0
5.044264775E1,-7.127112687E-2,2.631447018E0,3.963747969E0,4.758244523E0
5.045265875E1,-3.818620661E-1,2.644812584E0,3.681275997E0,4.548916927E0
5.046267075E1,-5.885263485E-1,2.549598863E0,3.478845976E0,4.353066385E0
5.047268275E1,-8.567594728E-1,2.674342192E0,3.068982471E0,4.159903408E0
5.048269375E1,-9.680159068E-1,3.004690581E0,2.312208924E0,3.912995067E0
5.049270575E1,-7.723382503E-1,3.446033741E0,1.409588862E0,3.802446012E0
5.050271675E1,-4.992364419E-1,3.587345740E0,9.832970202E-1,3.753020053E0
5.051272875E1,2.592354289E-1,3.426483575E0,1.850054355E0,3.902652151E0
5.052273975E1,1.248707694E0,3.024654729E0,3.659863493E0,4.909420325E0
5.053275175E1,2.030450898E0,2.392216376E0,5.521316995E0,6.350619765E0
5.054276275E1,2.373012658E0,1.809978123E0,6.909210933E0,7.526247777E0
5.055277475E1,1.757694660E0,1.172961400E0,6.574306394E0,6.905565402E0
5.056278575E1,3.201058209E-1,6.112907284E-1,4.512279947E0,4.564735963E0
5.057279775E1,-9.533952364E-1,2.026346737E-1,2.264904950E0,2.465728639E0
5.058280875E1,-1.759370764E0,-1.151726067E-1,4.201358932E-1,1.812502244E0
5.059282075E1,-2.289216503E0,-2.139028430E-1,-8.637401712E-1,2.456076893E0
5.060283175E1,-2.275671135E0,-1.775232214E-1,-1.201374190E0,2.579436674E0
5.061284375E1,-1.626366781E0,-2.434716278E-1,-7.163318646E-1,1.793733169E0
5.062285575E1,-7.386287597E-1,-3.389233303E-1,6.048242927E-2,8.149230594E-1
5.063286675E1,-1.451468959E-1,-4.908836943E-1,4.603126967E-1,6.884200763E-1
5.064287875E1,9.013804525E-2,-7.603461957E-1,3.571011543E-1,8.448505424E-1
5.065288975E1,1.663848603E-1,-1.102452750E0,3.645277029E-1,1.173015957E0
5.066290175E1,4.087759227E-2,-1.502222207E0,4.164328516E-1,1.559409778E0
5.067291275E1,-1.782889143E-1,-1.955724651E0,1.763233727E-1,1.971734206E0
5.068292475E1,-6.811351347E-1,-2.253388274E0,-3.555744463E-1,2.380784948E0
5.069293575E1,-1.198576590E0,-2.603777409E0,-1.084926891E0,3.064850567E0
5.070294775E1,-1.451578010E0,-2.897014689E0,-1.827130930E0,3.719970466E0
5.071295875E1,-1.793132587E0,-3.001894442E0,-2.654854592E0,4.390324319E0
5.072297075E1,-2.065789423E0,-3.083758970E0,-3.338317503E0,4.992135723E0
5.073298175E1,-2.346028050E0,-3.175740350E0,-3.872044916E0,5.530090977E0
5.074299375E1,-2.412353310E0,-3.149467641E0,-4.128699092E0,5.725796984E0
5.075300475E1,-2.357945845E0,-2.999942057E0,-4.096912458E0,5.598593809E0
5.076301675E1,-2.278193040E0,-2.865426861E0,-3.821662967E0,5.292064102E0
5.077302875E1,-2.116113192E0,-2.683460925E0,-3.475711284E0,4.874368319E0
5.078303975E1,-2.013453334E0,-2.464397914E0,-3.340390341E0,4.613616699E0
5.079305175E1,-1.946639832E0,-2.213703806E0,-3.594629032E0,4.648790063E0
5.080306275E1,-1.980359848E0,-1.949495028E0,-3.933624283E0,4.816197254E0
5.081307475E1,-1.869774967E0,-1.615595040E0,-3.982103548E0,4.686507701E0
5.082308575E1,-1.738933868E0,-1.233376002E0,-3.728257790E0,4.294765827E0
5.083309775E1,-1.563244626E0,-9.471793538E-1,-3.174449869E0,3.663060805E0
5.084310875E1,-1.368454285E0,-7.562671781E-1,-2.467339064E0,2.921021950E0
5.085312075E1,-1.037889549E0,-5.977380520E-1,-1.786919044E0,2.151182271E0
5.086313175E1,-5.122333404E-1,-2.652302867E-1,-1.115218391E0,1.255564479E0
5.087314375E1,2.277958274E-2,2.805342042E-1,-2.418116033E-1,3.710676497E-1
5.088315475E1,6.406817579E-1,6.847071987E-1,7.979706895E-1,1.231281562E0
5.089316675E1,1.273578533E0,9.957586062E-1,2.005219578E0,2.575741259E0
5.090317775E1,1.770602973E0,1.301077403E0,2.993010768E0,3.712943678E0
5.091318975E1,1.888667905E0,1.481524233E0,3.563728251E0,4.296759192E0
5.092320075E1,1.768804662E0,1.509294999E0,3.710835426E0,4.379148420E0
5.093321275E1,1.701721603E0,1.397444780E0,3.667571293E0,4.277825092E0
5.094322475E1,1.692086854E0,1.458501990E0,3.677444901E0,4.302788280E0
5.095323575E1,1.587946481E0,1.734560736E0,3.501940724E0,4.218277350E0
5.096324775E1,1.327545410E0,1.999577014E0,2.940792793E0,3.795911920E0
5.097325875E1,1.057007605E0,2.271868399E0,2.232782686E0,3.356183788E0
5.098327075E1,9.542758271E-1,2.288807783E0,1.677303046E0,2.993765009E0
5.099328175E1,1.178819726E0,2.180122077E0,1.705180231E0,3.008353011E0
5.100329375E1,1.912415787E0,2.044687698E0,2.335762678E0,3.646075865E0
5.101330475E1,3.361885583E0,1.923197175E0,3.589388757E0,5.280594067E0
5.102331675E1,4.658048986E0,1.885303710E0,4.750354595E0,6.915031396E0
5.103332775E1,5.350335639E0,1.669177170E0,5.233817003E0,7.668447319E0
5.104333975E1,4.990442439E0,1.169155447E0,4.624568707E0,6.903482883E0
5.105335075E1,3.826878099E0,2.578090006E-1,3.077490755E0,4.917561470E0
5.106336275E1,2.561023445E0,-7.463877225E-1,1.669435033E0,3.146895144E0
5.107337375E1,1.481813962E0,-1.487556220E0,4.139799446E-1,2.140087737E0
5.108338575E1,8.027931806E-1,-1.907375194E0,-3.962517715E-1,2.107029304E0
5.109339675E1,5.713983920E-1,-2.141911107E0,-4.390826261E-1,2.259883375E0
5.110340875E1,5.885202089E-1,-2.240145500E0,-1.419417447E-1,2.320507564E0
5.111342075E1,7.113725486E-1,-2.190077546E0,1.183008671E-2,2.302744127E0
5.112343175E1,8.066999978E-1,-2.115657109E0,-9.998855710E-2,2.266443823E0
5.113344375E1,8.829976836E-1,-2.100287118E0,-5.933520555E-1,2.354348646E0
5.114345475E1,8.249237224E-1,-2.002737435E0,-1.287362174E0,2.519674135E0
5.115346675E1,6.980756879E-1,-1.778506655E0,-2.031071287E0,2.788484563E0
5.116347775E1,5.756963879E-1,-1.620596749E0,-2.855162659E0,3.333123754E0
5.117348975E1,3.304913530E-1,-1.476584505E0,-3.524864148E0,3.835908445E0
5.118350075E1,1.377954841E-2,-1.307418124E0,-3.947716073E0,4.158604840E0
5.119351271E1,-3.516679215E-1,-1.232500089E0,-4.257843620E0,4.446567113E0
5.120352371E1,-6.207459685E-1,-1.235127828E0,-4.343004808E0,4.557692077E0
5.121353571E1,-7.952517343E-1,-1.282314858E0,-4.072792693E0,4.343316364E0
5.122354671E1,-1.044574963E0,-1.283421151E0,-3.733378782E0,4.083677734E0
5.123355871E1,-1.233854304E0,-1.279278399E0,-3.466617694E0,3.895688373E0
5.124356971E1,-1.270535642E0,-1.248008074E0,-3.110145115E0,3.583962557E0
5.125358171E1,-1.187228314E0,-1.130132884E0,-2.704733680E0,3.162640620E0
5.126359371E1,-1.046644585E0,-9.654010320E-1,-2.350231029E0,2.747917380E0
5.127360471E1,-9.335556337E-1,-7.197267580E-1,-2.100643213E0,2.408782812E0
5.128361671E1,-9.237144774E-1,-4.803721547E-1,-2.063539706E0,2.311320394E0
5.129362771E1,-1.076585838E0,-3.494483185E-1,-2.066836367E0,2.356472737E0
5.130363971E1,-1.199300475E0,-2.737596202E-1,-1.958606744E0,2.312878366E0
5.131365071E1,-1.167165640E0,-1.439736521E-1,-1.696126987E0,2.063940600E0
5.132366271E1,-1.020776795E0,1.108772421E-1,-1.257456590E0,1.623414951E0
5.133367371E1,-6.903266653E-1,4.052155530E-1,-7.008156931E-1,1.063904688E0
5.134368571E1,-1.791250661E-1,8.257964194E-1,-2.717610419E-1,8.876258105E-1
5.135369671E1,2.691145921E-1,1.320897126E0,1.115824163E-1,1.352642789E0
5.136370871E1,4.076260677E-1,1.758378784E0,4.773719484E-1,1.867066934E0
5.137371971E1,2.616649470E-1,1.926034829E0,1.120811838E0,2.243724110E0
5.138373171E1,8.836984724E-2,1.873244412E0,1.986206771E0,2.731642582E0
5.139374271E1,-5.034598857E-2,1.891164958E0,2.773153120E0,3.356995360E0
5.140375471E1,-1.325648573E-1,2.002595347E0,3.386674562E0,3.936689745E0
5.141376571E1,-1.169799811E-1,2.160757853E0,3.774865361E0,4.351111043E0
5.142377771E1,4.724608719E-2,2.390413679E0,3.865870841E0,4.545466655E0
5.143378971E1,2.554598817E-1,2.683987175E0,3.677052553E0,4.559579189E0
5.144380071E1,1.651274166E-1,2.922782199E0,3.282378361E0,4.398173547E0
5.145381271E1,-9.331512988E-2,3.049826408E0,2.727999167E0,4.092936389E0
5.146382371E1,-2.914869162E-1,3.024839501E0,2.008974659E0,3.642883173E0
5.147383571E1,-4.872522810E-1,2.997996104E0,1.420034913E0,3.352893463E0
5.148384671E1,-2.764244887E-1,2.884723842E0,1.476873357E0,3.252567764E0
5.149385871E1,4.487226382E-1,2.591462004E0,2.499952494E0,3.628607142E0
5.150386971E1,1.333338831E0,2.309719765E0,3.795594910E0,4.638872552E0
5.151388171E1,1.768811094E0,1.916756467E0,4.599010527E0,5.287111297E0
5.152389271E1,1.677175577E0,1.537822979E0,4.852607194E0,5.359628159E0
5.153390471E1,7.893363985E-1,1.033876605E0,4.085587571E0,4.287654205E0
5.154391571E1,-4.907129556E-1,4.102885973E-1,2.322954937E0,2.409409799E0
5.155392771E1,-1.579248748E0,-1.011685252E-1,5.960517150E-1,1.691017246E0
5.156393871E1,-2.289103067E0,-3.114729917E-1,-7.359188676E-1,2.424579315E0
5.157395071E1,-2.469901021E0,-3.009865952E-1,-1.327805611E0,2.820296390E0
5.158396271E1,-2.241525443E0,-3.631097531E-1,-1.286485677E0,2.609852563E0
5.159397371E1,-1.562375730E0,-6.126145381E-1,-8.000452816E-1,1.859136075E0
5.160398571E1,-8.941316593E-1,-8.624666476E-1,-2.499374789E-1,1.267197256E0
5.161399671E1,-5.619738498E-1,-1.011961241E0,-7.288203478E-2,1.159824104E0
5.162400871E1,-2.973382249E-1,-1.228350905E0,-4.214906931E-2,1.264528572E0
5.163401971E1,-7.286420077E-2,-1.465508709E0,-1.239253038E-1,1.472542851E0
5.164403171E1,-1.919295913E-1,-1.652961672E0,-4.193587983E-1,1.716094711E0
5.165404271E1,-4.593400124E-1,-1.929056085E0,-8.892819786E-1,2.173263230E0
5.166405471E1,-8.900944492E-1,-2.164378449E0,-1.365557574E0,2.709529421E0
5.167406571E1,-1.245694331E0,-2.353898987E0,-1.857678539E0,3.247085518E0
5.168407771E1,-1.513449153E0,-2.553392537E0,-2.351149626E0,3.786587692E0
5.169408871E1,-1.754215567E0,-2.683878416E0,-2.613025950E0,4.136227777E0
5.170410071E1,-1.891874226E0,-2.691478043E0,-2.644197457E0,4.220784563E0
5.171411171E1,-2.031007553E0,-2.581320008E0,-2.483814179E0,4.117953076E0
5.172412371E1,-2.174985883E0,-2.477022053E0,-2.467282931E0,4.117485507E0
5.173413471E1,-2.181290935E0,-2.432296700E0,-2.617373355E0,4.186256163E0
5.174414671E1,-2.111644750E0,-2.260907208E0,-2.794013062E0,4.168603357E0
5.175415771E1,-2.049874179E0,-1.994164832E0,-2.883331035E0,4.061068257E0
5.176416971E1,-1.790687867E0,-1.714268559E0,-2.859627008E0,3.784540441E0
5.177418171E1,-1.398292041E0,-1.385910562E0,-2.562644001E0,3.231580573E0
5.178419271E1,-1.159122795E0,-1.053383501E0,-2.068789921E0,2.594816794E0
5.179420471E1,-9.260536560E-1,-8.466756570E-1,-1.493246731E0,1.950441191E0
5.180421571E1,-7.108296347E-1,-8.014421815E-1,-9.932600909E-1,1.460874378E0
5.181422771E1,-3.930793646E-1,-6.715404385E-1,-6.770754129E-1,1.031459675E0
5.182423871E1,4.287909418E-2,-4.626843274E-1,-3.751170105E-1,5.971835355E-1
5.183425071E1,3.881273577E-1,-1.518744099E-1,1.950631142E-2,4.172399529E-1
5.184426171E1,6.612195182E-1,1.897041410E-1,3.629179645E-1,7.777585495E-1
5.185427371E1,7.817382342E-1,5.399903655E-1,6.460629505E-1,1.148956743E0
5.186428471E1,7.441254348E-1,6.946357709E-1,1.002420924E0,1.428666940E0
5.187429671E1,6.642811203E-1,7.212078577E-1,1.464141045E0,1.762134836E0
5.188430771E1,8.001288968E-1,7.257751179E-1,1.830972551E0,2.125891873E0
5.189431971E1,1.064945785E0,7.661074573E-1,2.112421260E0,2.486635024E0
5.190433071E1,1.521670631E0,9.094186199E-1,2.269437711E0,2.879734581E0
5.191434271E1,2.157895933E0,1.205371347E0,2.360081248E0,3.417516414E0
5.192435471E1,2.708719143E0,1.591627888E0,2.378157915E0,3.940313921E0
5.193436571E1,2.790984204E0,1.924416320E0,2.170848978E0,4.025612535E0
5.194437771E1,2.510353521E0,2.065412570E0,1.590047386E0,3.618847133E0
5.195438871E1,1.691877231E0,1.994457777E0,5.031447208E-1,2.663355966E0
5.196440071E1,9.063891774E-1,1.713967427E0,-7.725002182E-1,2.087099008E0
5.197441171E1,5.420287049E-1,1.574804864E0,-1.507894006E0,2.246675279E0
5.198442371E1,6.611645544E-1,1.483579529E0,-1.445524095E0,2.174324423E0
