"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.884430958E0,1.596686022E0,-2.116803309E0,-2.883100655E0,3.916954415E0
2.894468958E0,1.406324362E0,-2.331915503E0,-3.169922955E0,4.178993858E0
2.904506958E0,1.222091168E0,-2.430773939E0,-3.348896286E0,4.314774050E0
2.914544958E0,1.189974459E0,-2.453494027E0,-3.381561171E0,4.344033622E0
2.924582958E0,1.641209353E0,-2.456428159E0,-3.144878161E0,4.314842534E0
2.934619958E0,2.341396763E0,-2.460869412E0,-2.604326463E0,4.280249221E0
2.944657958E0,2.677287143E0,-2.465914975E0,-1.758652434E0,4.042457358E0
2.954695958E0,2.350475442E0,-2.391446882E0,-7.951786441E-1,3.446166286E0
2.964733958E0,1.914491256E0,-2.094722177E0,3.260039073E-1,2.856469204E0
2.974771958E0,1.581391460E0,-1.397795759E0,1.897755355E0,2.838328262E0
2.984809958E0,1.256908998E0,-5.809129813E-1,3.581780945E0,3.840108704E0
2.994846958E0,8.492779604E-1,-1.141873509E-2,4.875958634E0,4.949381380E0
3.004884958E0,6.030514169E-1,1.590922129E-1,5.542633604E0,5.577613165E0
3.014922958E0,4.403251594E-1,6.691582829E-2,5.556983256E0,5.574802856E0
3.024960958E0,3.509042752E-1,-2.394923052E-1,4.941604155E0,4.959832860E0
3.034998958E0,4.645036885E-1,-7.339989343E-1,3.815153262E0,3.912788331E0
3.045036958E0,5.509287518E-1,-1.037074155E0,2.524052378E0,2.783861652E0
3.055073958E0,7.264770761E-1,-1.188456522E0,1.301823508E0,1.906552463E0
3.065111958E0,9.045464274E-1,-1.151070594E0,1.192551327E-1,1.468805480E0
3.075153000E0,9.291842553E-1,-9.665204814E-1,-9.287091690E-1,1.630964727E0
3.085191000E0,8.714403695E-1,-6.898583034E-1,-1.836420402E0,2.146567653E0
3.095229000E0,7.722388476E-1,-2.998335242E-1,-2.502580233E0,2.636126097E0
3.105267000E0,6.651105478E-1,1.139622331E-1,-2.909692038E0,2.986915999E0
