"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.621273667E0,-1.018950418E-1,5.477709630E-1,-2.842050862E-1,6.254663528E-1
2.631303667E0,-3.290688716E-2,4.679555923E-1,-1.839574975E-1,5.038905243E-1
2.641333667E0,2.420370866E-1,4.953155914E-1,7.833047032E-2,5.568259593E-1
2.651363667E0,4.288206895E-1,5.905225879E-1,2.247804183E-1,7.636297185E-1
2.661393667E0,4.252851706E-1,5.738574386E-1,4.687537372E-2,7.158052366E-1
2.671423667E0,2.181789849E-1,4.787969148E-1,-3.991525751E-1,6.604326864E-1
2.681452667E0,-2.911014386E-2,4.211617872E-1,-7.991255146E-1,9.037843989E-1
2.691482667E0,-2.437521480E-2,4.772091034E-1,-9.672253633E-1,1.078817678E0
2.701512667E0,3.797841849E-1,7.185269094E-1,-8.055364019E-1,1.144292725E0
2.711542667E0,1.535403547E-1,4.419650111E-1,-4.817263699E-1,6.715415154E-1
2.721572667E0,3.050658321E-1,5.072099975E-1,-3.331193841E-1,6.791875054E-1
2.731602667E0,5.109066803E-1,5.832077211E-1,-1.867167985E-1,7.975086487E-1
2.741632667E0,7.860126950E-2,4.859962991E-1,-1.051990110E-1,5.034256591E-1
2.751662667E0,-8.155771675E-1,1.006221029E-1,-2.241261148E-1,8.517766369E-1
2.761692667E0,-9.437080812E-1,1.725539652E-1,-3.742492837E-1,1.029768100E0
2.771722667E0,-7.761424488E-1,1.596421435E-1,-3.960225606E-1,8.858423016E-1
2.781752667E0,-6.196322201E-1,-2.138651285E-1,-2.556046003E-1,7.035738007E-1
2.791782667E0,-3.135271186E-1,-3.446597412E-1,3.501505691E-1,5.828336060E-1
2.801812667E0,-7.191607475E-2,-3.225002557E-2,8.186540455E-1,8.224393182E-1
2.811842667E0,-3.483127892E-1,9.144665211E-2,9.378606462E-1,1.004622756E0
2.821872667E0,-1.077130798E0,1.126150346E-1,7.829766744E-1,1.336392672E0
2.831902667E0,-9.081946515E-1,3.995919934E-1,2.025101280E-1,1.012670548E0
2.841932667E0,-7.555812997E-1,6.132448679E-1,-8.482754552E-1,1.290946791E0
2.851962667E0,-8.832803965E-1,6.898661971E-1,-1.778693181E0,2.102343706E0
2.861992667E0,-6.687676889E-1,8.624397504E-1,-1.969248092E0,2.251441892E0
2.872022667E0,-1.573213837E-1,1.153242835E0,-1.367761390E0,1.795964998E0
2.882052667E0,1.647988030E-1,1.346478109E0,-2.237723583E-1,1.374858543E0
2.892082667E0,3.531327952E-1,1.244854671E0,9.308603597E-1,1.594009702E0
2.902112667E0,3.485781066E-1,9.993792021E-1,1.862903611E0,2.142586136E0
2.912142667E0,4.010271925E-1,6.217674771E-1,2.495690458E0,2.603053682E0
2.922172667E0,4.263890518E-1,2.927975696E-1,2.721514605E0,2.770230998E0
2.932202667E0,3.903924228E-1,-1.277832967E-1,2.619459642E0,2.651471974E0
2.942232667E0,-1.777056545E-1,-4.429792106E-1,2.209018432E0,2.259993875E0
2.952261667E0,-4.370881408E-1,-3.515243724E-1,1.236373284E0,1.357657661E0
2.962291667E0,-4.971384609E-1,-1.131436229E-2,1.240615439E-1,5.125094446E-1
2.972321667E0,-4.844978039E-1,2.319055429E-1,-7.974666595E-1,9.614943452E-1
2.982351667E0,-2.752258095E-1,1.824956936E-1,-1.517881635E0,1.553389385E0
2.992381667E0,-2.734007473E-1,6.718918562E-2,-1.673808750E0,1.697320856E0
3.002411667E0,-6.266237359E-1,4.945691943E-2,-1.433571802E0,1.565321502E0
3.012441667E0,-9.540543638E-1,2.300493443E-1,-1.043818041E0,1.432724165E0
3.022471667E0,-1.074532734E0,5.312791836E-1,-7.266130239E-1,1.401729166E0
3.032501667E0,-7.949846627E-1,6.731756124E-1,-5.669740963E-1,1.186012498E0
3.042531667E0,-3.673269112E-1,3.710067102E-1,-6.970208502E-1,8.708691660E-1
3.052561667E0,-1.229874104E-2,-7.938472331E-2,-6.282967705E-1,6.334114185E-1
